"x","y"
0.0035,9.04859e-08
0.007,1.80615e-07
0.0105,2.70389e-07
0.014,3.5981e-07
0.0175,4.48881e-07
0.021,5.37602e-07
0.0245,6.25978e-07
0.028,7.1401e-07
0.0315,8.01698e-07
0.035,8.89048e-07
0.0385,9.76062e-07
0.042,1.06274e-06
0.0455,1.14908e-06
0.049,1.2351e-06
0.0525,1.32079e-06
0.056,1.40614e-06
0.0595,1.49118e-06
0.063,1.57589e-06
0.0665,1.66029e-06
0.07,1.74436e-06

