"x","y"
0.0035,1.00669e-07
0.007,2.00986e-07
0.0105,3.00959e-07
0.014,4.00586e-07
0.0175,4.99871e-07
0.021,5.98816e-07
0.0245,6.97418e-07
0.028,7.95686e-07
0.0315,8.93618e-07
0.035,9.91216e-07
0.0385,1.08849e-06
0.042,1.18542e-06
0.0455,1.28204e-06
0.049,1.37832e-06
0.0525,1.47429e-06
0.056,1.56994e-06
0.0595,1.66526e-06
0.063,1.76027e-06
0.0665,1.85497e-06
0.07,1.94935e-06

