"x","y"
0.0035,1.21724e-07
0.007,2.4272e-07
0.0105,3.62988e-07
0.014,4.82529e-07
0.0175,6.01343e-07
0.021,7.19429e-07
0.0245,8.3679e-07
0.028,9.53424e-07
0.0315,1.06933e-06
0.035,1.18451e-06
0.0385,1.29897e-06
0.042,1.4127e-06
0.0455,1.52572e-06
0.049,1.63801e-06
0.0525,1.74958e-06
0.056,1.86044e-06
0.0595,1.97058e-06
0.063,2.08002e-06
0.0665,2.18875e-06
0.07,2.29678e-06

