"x","y"
0.0035,2.11412e-07
0.007,4.22028e-07
0.0105,6.31853e-07
0.014,8.40894e-07
0.0175,1.04916e-06
0.021,1.25664e-06
0.0245,1.46336e-06
0.028,1.66932e-06
0.0315,1.87452e-06
0.035,2.07897e-06
0.0385,2.28268e-06
0.042,2.48564e-06
0.0455,2.68787e-06
0.049,2.88937e-06
0.0525,3.09015e-06
0.056,3.29021e-06
0.0595,3.48956e-06
0.063,3.6882e-06
0.0665,3.88614e-06
0.07,4.08338e-06

