"x","y"
0.0035,9.2005e-08
0.007,1.83569e-07
0.0105,2.74696e-07
0.014,3.65388e-07
0.0175,4.55647e-07
0.021,5.45477e-07
0.0245,6.34879e-07
0.028,7.23855e-07
0.0315,8.1241e-07
0.035,9.00545e-07
0.0385,9.88263e-07
0.042,1.07556e-06
0.0455,1.16245e-06
0.049,1.24893e-06
0.0525,1.33501e-06
0.056,1.42067e-06
0.0595,1.50594e-06
0.063,1.5908e-06
0.0665,1.67527e-06
0.07,1.75934e-06

