"x","y"
0.0035,1.44786e-07
0.007,2.88554e-07
0.0105,4.31296e-07
0.014,5.73003e-07
0.0175,7.13667e-07
0.021,8.53277e-07
0.0245,9.9183e-07
0.028,1.12932e-06
0.0315,1.26573e-06
0.035,1.40107e-06
0.0385,1.53533e-06
0.042,1.6685e-06
0.0455,1.80059e-06
0.049,1.93161e-06
0.0525,2.06154e-06
0.056,2.19039e-06
0.0595,2.31818e-06
0.063,2.44491e-06
0.0665,2.5706e-06
0.07,2.69524e-06

